DBA,STREET,INCOME_LEVEL,CUISINE_DESCRIPTION,SCORE,GRADE
STEINWAY COFFEE SHOP,STEINWAY ST,medium income,Caf̩/Coffee/Tea,19,B
STEINWAY COFFEE SHOP,STEINWAY ST,medium income,Caf̩/Coffee/Tea,19,B
STEINWAY COFFEE SHOP,STEINWAY ST,medium income,Caf̩/Coffee/Tea,19,B
STEINWAY COFFEE SHOP,STEINWAY ST,medium income,Caf̩/Coffee/Tea,19,B
STEINWAY COFFEE SHOP,STEINWAY ST,medium income,Caf̩/Coffee/Tea,19,B
STIX RESTAURANT,QUEENS BOULEVARD,medium income,Jewish/Kosher,12,A
STIX RESTAURANT,QUEENS BOULEVARD,medium income,Jewish/Kosher,12,A
POMODORO RISTORANTE,COLUMBUS AVENUE,high income,Italian,12,A
PONTICELLO BAYBRIDGE PIZZERIA & RESTAURANT,CROSS ISLAND PARKWAY,medium income,Pizza/Italian,9,A
POP'S COFFEE DINER,KISSENA BOULEVARD,low income,American,12,A
POP'S COFFEE DINER,KISSENA BOULEVARD,low income,American,12,A
PORTOFINO RESTAURANT,CITY ISLAND AVENUE,medium income,Italian,25,B
SUBSTANCE ORGANIC JUICERY,BROADWAY,high income,"Juice, Smoothies, Fruit Salads",4,A
SUBSTANCE ORGANIC JUICERY,BROADWAY,high income,"Juice, Smoothies, Fruit Salads",4,A
PORTOFINO RESTAURANT,CITY ISLAND AVENUE,medium income,Italian,25,B
PORTOFINO RESTAURANT,CITY ISLAND AVENUE,medium income,Italian,25,B
PORTOFINO RESTAURANT,CITY ISLAND AVENUE,medium income,Italian,25,B
PORTOFINO RESTAURANT,CITY ISLAND AVENUE,medium income,Italian,25,B
PORTOFINO RESTAURANT,CITY ISLAND AVENUE,medium income,Italian,25,B
PORTOFINO RESTAURANT,CITY ISLAND AVENUE,medium income,Italian,25,B
PORTOFINO RESTAURANT,CITY ISLAND AVENUE,medium income,Italian,25,B
PORTOFINO RESTAURANT,CITY ISLAND AVENUE,medium income,Italian,25,B
PORTOFINO RESTAURANT,CITY ISLAND AVENUE,medium income,Italian,25,B
POST,AVENUE B,medium income,American,11,A
POST,AVENUE B,medium income,American,11,A
POURING RIBBONS,AVENUE B,medium income,American,12,A
POURING RIBBONS,AVENUE B,medium income,American,12,A
SUGAR BAR,WEST   72 STREET,high income,American,12,A
SUGAR BAR,WEST   72 STREET,high income,American,12,A
SUN FUNG CHINESE RESTAURANT,MARCY PLACE,low income,Chinese,12,A
SUN FUNG CHINESE RESTAURANT,MARCY PLACE,low income,Chinese,12,A
SUN FUNG CHINESE RESTAURANT,MARCY PLACE,low income,Chinese,12,A
SUN FUNG CHINESE RESTAURANT,MARCY PLACE,low income,Chinese,12,A
SUN FUNG CHINESE RESTAURANT,MARCY PLACE,low income,Chinese,12,A
SUN FUNG CHINESE RESTAURANT,MARCY PLACE,low income,Chinese,12,A
SUN FUNG CHINESE RESTAURANT,MARCY PLACE,low income,Chinese,12,A
SUN FUNG CHINESE RESTAURANT,MARCY PLACE,low income,Chinese,12,A
SUN SAI GAI RESTAURANT,CANAL STREET,high income,Chinese,16,B
SUN SAI GAI RESTAURANT,CANAL STREET,high income,Chinese,16,B
SUN SAI GAI RESTAURANT,CANAL STREET,high income,Chinese,16,B
SUNRISE COFFEE SHOP,PARSONS BOULEVARD,low income,American,19,B
SUNRISE COFFEE SHOP,PARSONS BOULEVARD,low income,American,19,B
SUNRISE COFFEE SHOP,PARSONS BOULEVARD,low income,American,19,B
SUNRISE COFFEE SHOP,PARSONS BOULEVARD,low income,American,19,B
SUNRISE MART,EAST   41 STREET,high income,Japanese,19,B
SUNRISE MART,EAST   41 STREET,high income,Japanese,19,B
SUNSET PIZZERIA,ROSSVILLE AVENUE,medium income,Pizza/Italian,19,B
SUNSET PIZZERIA,ROSSVILLE AVENUE,medium income,Pizza/Italian,19,B
SUNSET PIZZERIA,ROSSVILLE AVENUE,medium income,Pizza/Italian,19,B
SUNSET PIZZERIA,ROSSVILLE AVENUE,medium income,Pizza/Italian,19,B
SUNSHINE CO.,WASHINGTON AVENUE,medium income,American,13,A
SUNSHINE CO.,WASHINGTON AVENUE,medium income,American,13,A
SUNSHINE CO.,WASHINGTON AVENUE,medium income,American,13,A
SUPER STAR KTV,SANFORD AVE,low income,Chinese,24,B
SUPER STAR KTV,SANFORD AVE,low income,Chinese,24,B
SUPER STAR KTV,SANFORD AVE,low income,Chinese,24,B
SUPER STAR KTV,SANFORD AVE,low income,Chinese,24,B
SUPER STAR KTV,SANFORD AVE,low income,Chinese,24,B
SUPER STAR KTV,SANFORD AVE,low income,Chinese,24,B
PREVITI PIZZA,EAST   41 STREET,high income,Pizza,26,B
PREVITI PIZZA,EAST   41 STREET,high income,Pizza,26,B
SUPPER,EAST    2 STREET,medium income,Italian,13,A
SUSHI AKIO,YELLOWSTONE BOULEVARD,medium income,Japanese,12,A
SUSHI AZABU,GREENWICH STREET,high income,Japanese,12,A
SUSHI AZABU,GREENWICH STREET,high income,Japanese,12,A
SUSHI AZABU,GREENWICH STREET,high income,Japanese,12,A
SUSHI AZABU,GREENWICH STREET,high income,Japanese,12,A
SUSHI DAIZEN,VERNON BLVD,medium income,Japanese,13,A
SUSHI DAIZEN,VERNON BLVD,medium income,Japanese,13,A
SUSHI JUN,3 AVENUE,high income,Japanese,12,A
SUSHI JUN,3 AVENUE,high income,Japanese,12,A
SUSHI KOI,QUEENS BOULEVARD,medium income,Japanese,12,A
SUSHI KOI,QUEENS BOULEVARD,medium income,Japanese,12,A
SUSHI KOI,QUEENS BOULEVARD,medium income,Japanese,12,A
SUSHI OF GARI TRIBECA,WEST BROADWAY,high income,Japanese,14,B
SUSHI SASABUNE NEW YORK,EAST   73 STREET,high income,Japanese,18,B
SUSHI SEKI,1 AVENUE,high income,Japanese,23,B
SUSHI SEKI,1 AVENUE,high income,Japanese,23,B
SUSHI SEKI,1 AVENUE,high income,Japanese,23,B
PRIMOLA RESTAURANT,SECOND AVENUE,high income,Italian,17,B
PRIMOLA RESTAURANT,SECOND AVENUE,high income,Italian,17,B
SUSHI X,NORTHERN BOULEVARD,medium income,Japanese,12,A
SUSHI X,NORTHERN BOULEVARD,medium income,Japanese,12,A
SUSHI X,NORTHERN BOULEVARD,medium income,Japanese,12,A
SUSHI X,NORTHERN BOULEVARD,medium income,Japanese,12,A
SUSHI X,NORTHERN BOULEVARD,medium income,Japanese,12,A
SUSHI X,NORTHERN BOULEVARD,medium income,Japanese,12,A
SUSHI X,NORTHERN BOULEVARD,medium income,Japanese,12,A
SUSHI X,NORTHERN BOULEVARD,medium income,Japanese,12,A
SUSHI X,NORTHERN BOULEVARD,medium income,Japanese,12,A
SUSHI X,NORTHERN BOULEVARD,medium income,Japanese,12,A
SUSHI X,NORTHERN BOULEVARD,medium income,Japanese,12,A
SUSHI X,NORTHERN BOULEVARD,medium income,Japanese,12,A
SUSHI YASAKA,WEST   72 STREET,high income,Japanese,12,A
SUSHI YASAKA,WEST   72 STREET,high income,Japanese,12,A
SUSHI YASU,AUSTIN STREET,medium income,Japanese,13,A
SUSHI YASU,AUSTIN STREET,medium income,Japanese,13,A
SUSHI YASU,AUSTIN STREET,medium income,Japanese,13,A
SUSHI YASUDA,EAST   43 STREET,high income,Japanese,9,A
SUSHI YASUDA,EAST   43 STREET,high income,Japanese,9,A
PROHIBITION,COLUMBUS AVENUE,high income,American,13,A
SUTTON BAR ROOM,1 AVENUE,high income,American,19,B
SUTTON BAR ROOM,1 AVENUE,high income,American,19,B
SUTTON BAR ROOM,1 AVENUE,high income,American,19,B
SUTTON BAR ROOM,1 AVENUE,high income,American,19,B
SUTTON CAFE RESTAURANT,FIRST AVENUE,high income,American,12,A
SUTTON CAFE RESTAURANT,FIRST AVENUE,high income,American,12,A
SUTTON CAFE RESTAURANT,FIRST AVENUE,high income,American,12,A
SUTTON CAFE RESTAURANT,FIRST AVENUE,high income,American,12,A
SUTTON CAFE RESTAURANT,FIRST AVENUE,high income,American,12,A
SUTTON CAFE RESTAURANT,FIRST AVENUE,high income,American,12,A
SUTTON CAFE RESTAURANT,FIRST AVENUE,high income,American,12,A
SUTTON CAFE RESTAURANT,FIRST AVENUE,high income,American,12,A
SWAGAT,AMSTERDAM AVENUE,high income,Indian,9,A
SWEET BASIL,FRANKLIN AVENUE,medium income,Thai,12,A
SWEET BASIL,FRANKLIN AVENUE,medium income,Thai,12,A
SWEET BASIL,FRANKLIN AVENUE,medium income,Thai,12,A
SWEET HAUS CAFE,45TH AVE,low income,"Juice, Smoothies, Fruit Salads",12,A
PROHIBITION,COLUMBUS AVENUE,high income,American,13,A
PROHIBITION,COLUMBUS AVENUE,high income,American,13,A
PROLETARIAT NY,ST MARKS PLACE,medium income,American,11,A
PROMESA CAFETERIA,CLAY AVENUE,low income,American,20,B
PROMESA CAFETERIA,CLAY AVENUE,low income,American,20,B
SWEETLEAF,JACKSON AVENUE,medium income,Caf̩/Coffee/Tea,12,A
SWEETLEAF,JACKSON AVENUE,medium income,Caf̩/Coffee/Tea,12,A
SWEETLEAF,JACKSON AVENUE,medium income,Caf̩/Coffee/Tea,12,A
SWEETLEAF,JACKSON AVENUE,medium income,Caf̩/Coffee/Tea,12,A
PROSPECT COFFEE SHOP,PROSPECT AVENUE,low income,American,11,A
PROSPECT COFFEE SHOP,PROSPECT AVENUE,low income,American,11,A
PROSPECT COFFEE SHOP,PROSPECT AVENUE,low income,American,11,A
PROSPECT COFFEE SHOP,PROSPECT AVENUE,low income,American,11,A
PROSPECT COFFEE SHOP,PROSPECT AVENUE,low income,American,11,A
PROSPECT COFFEE SHOP,PROSPECT AVENUE,low income,American,11,A
T-BAR STEAK & LOUNGE,3 AVENUE,high income,Steak,12,A
T-BAR STEAK & LOUNGE,3 AVENUE,high income,Steak,12,A
T-BAR STEAK & LOUNGE,3 AVENUE,high income,Steak,12,A
T-BAR STEAK & LOUNGE,3 AVENUE,high income,Steak,12,A
T-BONE DINER,QUEENS BOULEVARD,medium income,American,35,Z
T-BONE DINER,QUEENS BOULEVARD,medium income,American,35,Z
T-BONE DINER,QUEENS BOULEVARD,medium income,American,35,Z
T-BONE DINER,QUEENS BOULEVARD,medium income,American,35,Z
T-BONE DINER,QUEENS BOULEVARD,medium income,American,35,Z
T-BONE DINER,QUEENS BOULEVARD,medium income,American,35,Z
T-BROTHERS PIZZERIA,ALDUS STREET,low income,Pizza/Italian,22,B
T-BROTHERS PIZZERIA,ALDUS STREET,low income,Pizza/Italian,22,B
PUBLIC HOUSE,3 AVENUE,high income,American,12,A
PUBLIC HOUSE,3 AVENUE,high income,American,12,A
PUFFY'S TAVERN,HUDSON STREET,high income,American,12,A
PUFFY'S TAVERN,HUDSON STREET,high income,American,12,A
PULQUERIA,DOYERS STREET,high income,Mexican,22,B
PULQUERIA,DOYERS STREET,high income,Mexican,22,B
TACO VELOZ VIP,EAST  138 STREET,low income,Mexican,13,A
TACO VELOZ VIP,EAST  138 STREET,low income,Mexican,13,A
TACO VELOZ VIP,EAST  138 STREET,low income,Mexican,13,A
TACO VELOZ VIP,EAST  138 STREET,low income,Mexican,13,A
PYLOS,EAST    7 STREET,medium income,Greek,13,A
QUE SABROSURA RESTAURANT,EAST  183 STREET,low income,Spanish,51,C
TACOS PUEBLA RESTAURANT,GRAND CONCOURSE,low income,Mexican,22,B
TACOS PUEBLA RESTAURANT,GRAND CONCOURSE,low income,Mexican,22,B
TACOS PUEBLA RESTAURANT,GRAND CONCOURSE,low income,Mexican,22,B
TACOS PUEBLA RESTAURANT,GRAND CONCOURSE,low income,Mexican,22,B
TACOS PUEBLA RESTAURANT,GRAND CONCOURSE,low income,Mexican,22,B
TACOS PUEBLA RESTAURANT,GRAND CONCOURSE,low income,Mexican,22,B
TACOS PUEBLA RESTAURANT,GRAND CONCOURSE,low income,Mexican,22,B
TACOS PUEBLA RESTAURANT,GRAND CONCOURSE,low income,Mexican,22,B
TACOS PUEBLA RESTAURANT,GRAND CONCOURSE,low income,Mexican,22,B
QUE SABROSURA RESTAURANT,EAST  183 STREET,low income,Spanish,51,C
QUE SABROSURA RESTAURANT,EAST  183 STREET,low income,Spanish,51,C
QUE SABROSURA RESTAURANT,EAST  183 STREET,low income,Spanish,51,C
TAKAHACHI BAKERY,MURRAY STREET,high income,Bakery,12,A
TAKAHACHI TRIBECA,DUANE STREET,high income,Japanese,13,A
TAKAHACHI TRIBECA,DUANE STREET,high income,Japanese,13,A
TAKARA SUSHI,14 AVENUE,medium income,Japanese,13,A
TAKARA SUSHI,14 AVENUE,medium income,Japanese,13,A
TAKARA SUSHI,14 AVENUE,medium income,Japanese,13,A
TAKARA SUSHI,14 AVENUE,medium income,Japanese,13,A
QUE SABROSURA RESTAURANT,EAST  183 STREET,low income,Spanish,51,C
QUE SABROSURA RESTAURANT,EAST  183 STREET,low income,Spanish,51,C
QUE SABROSURA RESTAURANT,EAST  183 STREET,low income,Spanish,51,C
QUE SABROSURA RESTAURANT,EAST  183 STREET,low income,Spanish,51,C
QUEEN'S PIZZA,QUEENS BOULEVARD,medium income,Pizza,13,A
QUEEN'S PIZZA,QUEENS BOULEVARD,medium income,Pizza,13,A
QUEEN BAKERY II,CENTRE STREET,high income,Chinese,20,B
QUEEN BAKERY II,CENTRE STREET,high income,Chinese,20,B
QUEEN BAKERY II,CENTRE STREET,high income,Chinese,20,B
QUEEN BAKERY II,CENTRE STREET,high income,Chinese,20,B
QUEEN BAKERY II,CENTRE STREET,high income,Chinese,20,B
QUEEN BAKERY II,CENTRE STREET,high income,Chinese,20,B
TAL BAGELS,BROADWAY,high income,American,20,B
TAL BAGELS,BROADWAY,high income,American,20,B
TAL BAGELS,BROADWAY,high income,American,20,B
TAMARIND TRIBECA,HUDSON STREET,high income,Indian,13,A
TAMARIND TRIBECA,HUDSON STREET,high income,Indian,13,A
TAMARIND TRIBECA,HUDSON STREET,high income,Indian,13,A
TAMARIND TRIBECA,HUDSON STREET,high income,Indian,13,A
TAMARIND TRIBECA,HUDSON STREET,high income,Indian,13,A
TAMASHII RAMEN,VERNON BLVD,medium income,Japanese,7,A
TAMASHII RAMEN,VERNON BLVD,medium income,Japanese,7,A
TAO RESTAURANT,EAST   58 STREET,high income,Asian,13,A
TAO RESTAURANT,EAST   58 STREET,high income,Asian,13,A
RACQUET & TENNIS CLUB,PARK AVENUE,high income,American,12,A
RADIANCE,EAST   50 STREET,high income,Chinese,28,C
RADIANCE,EAST   50 STREET,high income,Chinese,28,C
RADIANCE,EAST   50 STREET,high income,Chinese,28,C
RAKU IT'S JAPANESE II,WEST   76 STREET,high income,Japanese,16,B
RAKU IT'S JAPANESE II,WEST   76 STREET,high income,Japanese,16,B
RAKU IT'S JAPANESE II,WEST   76 STREET,high income,Japanese,16,B
RALPH'S FAMOUS ITALIAN ICES,AMBOY ROAD,medium income,"Ice Cream, Gelato, Yogurt, Ices",12,A
RALPH'S FAMOUS ITALIAN ICES,AMBOY ROAD,medium income,"Ice Cream, Gelato, Yogurt, Ices",12,A
RALPH'S FAMOUS ITALIAN ICES,AMBOY ROAD,medium income,"Ice Cream, Gelato, Yogurt, Ices",12,A
RALPH'S FAMOUS ITALIAN ICES,CLINTONVILLE STREET,medium income,"Ice Cream, Gelato, Yogurt, Ices",12,A
RANDALL RESTAURANT,RANDALL AVENUE,low income,Spanish,55,C
RANDALL RESTAURANT,RANDALL AVENUE,low income,Spanish,55,C
RANDALL RESTAURANT,RANDALL AVENUE,low income,Spanish,55,C
RAY'S CANDY STORE,AVENUE A,medium income,American,13,A
RAY'S CANDY STORE,AVENUE A,medium income,American,13,A
RAY'S CANDY STORE,AVENUE A,medium income,American,13,A
RAY'S CANDY STORE,AVENUE A,medium income,American,13,A
RAY'S CANDY STORE,AVENUE A,medium income,American,13,A
RAY'S CANDY STORE,AVENUE A,medium income,American,13,A
RAY'S CANDY STORE,AVENUE A,medium income,American,13,A
RAY'S CANDY STORE,AVENUE A,medium income,American,13,A
RAY'S PIZZA RESTUARANT,EAST  138 STREET,low income,Pizza,13,A
READE STREET PUB & KITCHEN,READE STREET,high income,American,11,A
READE STREET PUB & KITCHEN,READE STREET,high income,American,11,A
READE STREET PUB & KITCHEN,READE STREET,high income,American,11,A
RECOVERY ROOM,BOOTH MEMORIAL AVENUE,low income,American,12,A
RED HOUSE KITCHEN,YELLOWSTONE BOULEVARD,medium income,Chinese,12,A
TASTY GRILL,150 STREET,medium income,Greek,21,B
TASTY GRILL,150 STREET,medium income,Greek,21,B
TASTY GRILL,150 STREET,medium income,Greek,21,B
TASTY HAND-PULLED NOODLES,DOYERS STREET,high income,Chinese,27,B
TASTY HAND-PULLED NOODLES,DOYERS STREET,high income,Chinese,27,B
TASTY HAND-PULLED NOODLES,DOYERS STREET,high income,Chinese,27,B
TASTY HAND-PULLED NOODLES,DOYERS STREET,high income,Chinese,27,B
TASTY HAND-PULLED NOODLES,DOYERS STREET,high income,Chinese,27,B
TASTY HAND-PULLED NOODLES,DOYERS STREET,high income,Chinese,27,B
RED HOUSE KITCHEN,YELLOWSTONE BOULEVARD,medium income,Chinese,12,A
RED HOUSE RESTAURANT,CLAREMONT PARKWAY,low income,Chinese,9,A
TAUREAU LA SIRENE,BROOME STREET,high income,French,10,A
TAURO RESTAURANT,HUDSON STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
TAURO RESTAURANT,HUDSON STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
TAURO RESTAURANT,HUDSON STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
TAURO RESTAURANT,HUDSON STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
TAURO RESTAURANT,HUDSON STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
TAURO RESTAURANT,HUDSON STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
TAURO RESTAURANT,HUDSON STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
TAURO RESTAURANT,HUDSON STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
TAURO RESTAURANT,HUDSON STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
TAURO RESTAURANT,HUDSON STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
TAURO RESTAURANT,HUDSON STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
TAURO RESTAURANT,HUDSON STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
RED OLIVE,LEXINGTON AVENUE,high income,American,21,B
RED OLIVE,LEXINGTON AVENUE,high income,American,21,B
RED PIPE CAFE,AUSTIN ST,medium income,Caf̩/Coffee/Tea,12,A
RED PIPE CAFE,AUSTIN ST,medium income,Caf̩/Coffee/Tea,12,A
REDFARM,BROADWAY,high income,Asian,13,A
REDFARM,BROADWAY,high income,Asian,13,A
REED SMITH,LEXINGTON AVENUE,high income,American,7,A
TEA SHOP 168 & BAKERY,MAIN STREET,low income,Chinese,37,C
TEA SHOP 168 & BAKERY,MAIN STREET,low income,Chinese,37,C
TEA SHOP 168 & BAKERY,MAIN STREET,low income,Chinese,37,C
TEA SHOP 168 & BAKERY,MAIN STREET,low income,Chinese,37,C
TEA SHOP 168 & BAKERY,MAIN STREET,low income,Chinese,37,C
TEA SHOP 168 & BAKERY,MAIN STREET,low income,Chinese,37,C
RELIABLE FOOD,EAST   54 STREET,high income,American,25,B
TEN DEGREES,ST MARKS PLACE,medium income,American,19,B
TEN DEGREES,ST MARKS PLACE,medium income,American,19,B
TEN DEGREES,ST MARKS PLACE,medium income,American,19,B
RESTAURANT RIKI,EAST   45 STREET,high income,Japanese,27,B
RESTAURANT RIKI,EAST   45 STREET,high income,Japanese,27,B
RESTAURANT RIKI,EAST   45 STREET,high income,Japanese,27,B
TERRA,WEST BROADWAY,high income,Italian,26,B
TERRA,WEST BROADWAY,high income,Italian,26,B
TERRA,WEST BROADWAY,high income,Italian,26,B
TERRACE CAFE,SOUTHERN BOULEVARD,low income,Caf̩/Coffee/Tea,13,A
TERRACE CAFE,SOUTHERN BOULEVARD,low income,Caf̩/Coffee/Tea,13,A
REYNA RESTAURANT,UNIVERSITY AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
TERRACE INN,FRANCIS LEWIS BOULEVARD,medium income,American,10,A
TERRACE INN,FRANCIS LEWIS BOULEVARD,medium income,American,10,A
REYNA RESTAURANT,UNIVERSITY AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
RIM TIN MEDITTEREAN,METROPOLITAN AVE,medium income,Mediterranean,8,A
TERROIR TRIBECA,HARRISON STREET,high income,Italian,13,A
TERROIR TRIBECA,HARRISON STREET,high income,Italian,13,A
TERROIR TRIBECA,HARRISON STREET,high income,Italian,13,A
TERROIR TRIBECA,HARRISON STREET,high income,Italian,13,A
TGI FRIDAYS 2837,AUSTIN ST,medium income,American,9,A
TGI FRIDAYS 2837,AUSTIN ST,medium income,American,9,A
THAI POT,QUEENS BLVD,medium income,Thai,18,B
THAI POT,QUEENS BLVD,medium income,Thai,18,B
THALASSA,FRANKLIN STREET,high income,Greek,12,A
THALASSA,FRANKLIN STREET,high income,Greek,12,A
THALASSA,FRANKLIN STREET,high income,Greek,12,A
THALASSA,FRANKLIN STREET,high income,Greek,12,A
THE AMBASSADOR GRILL AND LOUNGE,UNITED NATIONS PLAZA,high income,American,12,A
RINCONCITO TEPEYAC,EAST  138 STREET,low income,Mexican,53,C
THE BARONESS BAR,CRESCENT STREET,medium income,French,13,A
THE BARONESS BAR,CRESCENT STREET,medium income,French,13,A
THE BARONESS BAR,CRESCENT STREET,medium income,French,13,A
THE BARONESS BAR,CRESCENT STREET,medium income,French,13,A
THE BARONESS BAR,CRESCENT STREET,medium income,French,13,A
THE BARONESS BAR,CRESCENT STREET,medium income,French,13,A
THE BEST ITALIAN PIZZA,EAST  149 STREET,low income,Pizza,25,B
THE BEST ITALIAN PIZZA,EAST  149 STREET,low income,Pizza,25,B
THE BEST ITALIAN PIZZA,EAST  149 STREET,low income,Pizza,25,B
THE BEST ITALIAN PIZZA,EAST  149 STREET,low income,Pizza,25,B
THE BEST ITALIAN PIZZA,EAST  149 STREET,low income,Pizza,25,B
THE BEST ITALIAN PIZZA,EAST  149 STREET,low income,Pizza,25,B
THE BEST ITALIAN PIZZA,EAST  149 STREET,low income,Pizza,25,B
THE BEST ITALIAN PIZZA,EAST  149 STREET,low income,Pizza,25,B
THE BEST ITALIAN PIZZA,EAST  149 STREET,low income,Pizza,25,B
THE BEST ITALIAN PIZZA,EAST  149 STREET,low income,Pizza,25,B
RINCONCITO TEPEYAC,EAST  138 STREET,low income,Mexican,53,C
RINCONCITO TEPEYAC,EAST  138 STREET,low income,Mexican,53,C
RINCONCITO TEPEYAC,EAST  138 STREET,low income,Mexican,53,C
THE BREUKELEN COFFEE HOUSE,FRANKLIN AVENUE,medium income,Caf̩/Coffee/Tea,21,B
THE BREUKELEN COFFEE HOUSE,FRANKLIN AVENUE,medium income,Caf̩/Coffee/Tea,21,B
THE BREUKELEN COFFEE HOUSE,FRANKLIN AVENUE,medium income,Caf̩/Coffee/Tea,21,B
THE BREUKELEN COFFEE HOUSE,FRANKLIN AVENUE,medium income,Caf̩/Coffee/Tea,21,B
THE BROOK,EAST   54 STREET,high income,American,10,A
THE BROOK,EAST   54 STREET,high income,American,10,A
THE BROOK,EAST   54 STREET,high income,American,10,A
THE BROOK,EAST   54 STREET,high income,American,10,A
RIPE JUICE BAR & GRILL,AUSTIN STREET,medium income,American,13,A
RIPE JUICE BAR & GRILL,AUSTIN STREET,medium income,American,13,A
RIPE JUICE BAR & GRILL,AUSTIN STREET,medium income,American,13,A
RIPE JUICE BAR & GRILL,AUSTIN STREET,medium income,American,13,A
THE BURGER GARAGE,JACKSON AVENUE,medium income,Hamburgers,11,A
THE BURGER GARAGE,JACKSON AVENUE,medium income,Hamburgers,11,A
RISTORANTE LUNA,MULBERRY STREET,high income,Italian,22,B
RISTORANTE LUNA,MULBERRY STREET,high income,Italian,22,B
RITZ DINER,1 AVENUE,high income,American,13,A
RITZ DINER,1 AVENUE,high income,American,13,A
THE CAPITAL GRILLE,EAST   42 STREET,high income,Steak,12,A
THE CAPITAL GRILLE,EAST   42 STREET,high income,Steak,12,A
THE CAPITAL GRILLE,EAST   42 STREET,high income,Steak,12,A
THE CAPITAL GRILLE,EAST   42 STREET,high income,Steak,12,A
THE CAPITAL GRILLE,EAST   42 STREET,high income,Steak,12,A
THE CAPITAL GRILLE,EAST   42 STREET,high income,Steak,12,A
RIVIERA,STEINWAY STREET,medium income,American,12,A
RIVIERA,STEINWAY STREET,medium income,American,12,A
RIVIERA,STEINWAY STREET,medium income,American,12,A
RIVIERA RISTORANTE,UTOPIA PARKWAY,medium income,Italian,13,A
RIVIERA RISTORANTE,UTOPIA PARKWAY,medium income,Italian,13,A
RIVIERA RISTORANTE,UTOPIA PARKWAY,medium income,Italian,13,A
ROAST N CO,QUEENS BLVD,medium income,Caf̩/Coffee/Tea,11,A
ROAST N CO,QUEENS BLVD,medium income,Caf̩/Coffee/Tea,11,A
ROAST N CO,QUEENS BLVD,medium income,Caf̩/Coffee/Tea,11,A
ROAST N CO,QUEENS BLVD,medium income,Caf̩/Coffee/Tea,11,A
ROAST N CO,QUEENS BLVD,medium income,Caf̩/Coffee/Tea,11,A
ROAST N CO,QUEENS BLVD,medium income,Caf̩/Coffee/Tea,11,A
ROCCO'S ITALIAN SAUSAGES & PHILLY CHEESESTEAKS,NORTHERN BOULEVARD,medium income,Sandwiches,9,A
THE COFFEE INN,1 AVENUE,high income,Caf̩/Coffee/Tea,11,A
THE COMFORT DINER,EAST   45 STREET,high income,American,27,Z
THE COMFORT DINER,EAST   45 STREET,high income,American,27,Z
ROCCO'S ITALIAN SAUSAGES & PHILLY CHEESESTEAKS,NORTHERN BOULEVARD,medium income,Sandwiches,9,A
THE CORE CLUB,EAST   55 STREET,high income,American,10,A
THE CORNELL CENTER OF NEW YORK,EAST   44 STREET,high income,American,10,A
THE CORNELL CENTER OF NEW YORK,EAST   44 STREET,high income,American,10,A
THE CORNELL CENTER OF NEW YORK,EAST   44 STREET,high income,American,10,A
THE COSMOPOLITAN CLUB,EAST   66 STREET,high income,American,13,A
THE COSMOPOLITAN CLUB,EAST   66 STREET,high income,American,13,A
THE COSMOPOLITAN CLUB,EAST   66 STREET,high income,American,13,A
THE COSMOPOLITAN CLUB,EAST   66 STREET,high income,American,13,A
THE COTTAGE,AMSTERDAM AVENUE,high income,Chinese,26,B
THE COTTAGE,AMSTERDAM AVENUE,high income,Chinese,26,B
THE COTTAGE,AMSTERDAM AVENUE,high income,Chinese,26,B
THE COTTAGE,AMSTERDAM AVENUE,high income,Chinese,26,B
THE COTTAGE,AMSTERDAM AVENUE,high income,Chinese,26,B
THE COTTAGE,AMSTERDAM AVENUE,high income,Chinese,26,B
THE CREEK AND THE CAVE,JACKSON AVENUE,medium income,Mexican,17,B
THE CREEK AND THE CAVE,JACKSON AVENUE,medium income,Mexican,17,B
THE CROWN INN,FRANKLIN AVENUE,medium income,American,12,A
THE DAKOTA BAR,WEST   72 STREET,high income,American,13,A
THE DAKOTA BAR,WEST   72 STREET,high income,American,13,A
THE DAKOTA BAR,WEST   72 STREET,high income,American,13,A
THE DAKOTA BAR,WEST   72 STREET,high income,American,13,A
ROLLERJAM USA,RICHMOND VALLEY ROAD,medium income,American,22,B
ROLLERJAM USA,RICHMOND VALLEY ROAD,medium income,American,22,B
