Borough,INCOME LEVEL,DBA,STREET,GRADE DATE,LATITUDE,LONGITUDE
Bronx,low income,DOMINO'S,3 AVENUE,5/7/2019,40.815029,-73.908355
Bronx,low income,LA ISLA CUCHIFRITOS,WILLIS AVENUE,5/21/2019,40.814216,-73.919419
Bronx,low income,3-J RESTAURANT AND PIZZA,PROSPECT AVENUE,6/3/2019,40.817326,-73.902541
Bronx,low income,NOCHES DE PALENQUE,SOUTHERN BOULEVARD,6/7/2019,40.811673,-73.904831
Bronx,low income,LISSETT OMAR,EAST  149 STREET,6/11/2019,40.813189,-73.908342
Bronx,low income,KAYLAH'S HUT,PROSPECT AVENUE,5/29/2019,40.817326,-73.902541
Bronx,low income,SALSA ZONE,EAST  146 STREET,6/7/2019,40.81283,-73.916912
Bronx,low income,TORI'S MEXICAN CUISINE,EAST  149 STREET,5/29/2019,40.813189,-73.908342
Bronx,low income,CHICANITO,EAST  153 STREET,6/7/2019,40.818605,-73.915224
Bronx,low income,619 BAR & RESTAURANT EL SALVADORENO,EAST  151 STREET,6/14/2019,40.814757,-73.907755
Bronx,low income,TINA BAKERY,EAST  149 STREET,6/20/2019,40.813189,-73.908342
Bronx,low income,DELICIOSO RESTAURANT,EAST  149 STREET,6/17/2019,40.813189,-73.908342
Bronx,low income,KENNEDY FRIED CHICKEN,WESTCHESTER AVENUE,6/20/2019,40.81609,-73.909321
Bronx,low income,AUNTIE ANNE'S / CINNABON,3 AVENUE,6/27/2019,40.815029,-73.908355
Bronx,low income,PARRILLA LATINA STEAKHOUSE,MELROSE AVENUE,6/17/2019,40.81883,-73.916426
Bronx,low income,RUINAS DE COPAN,BROOK AVENUE,6/25/2019,40.81433,-73.91557
Bronx,low income,THE BEST ITALIAN PIZZA,EAST  149 STREET,6/25/2019,40.813189,-73.908342
Bronx,low income,GAR PIZZERIA,MELROSE AVENUE,6/20/2019,40.81883,-73.916426
Bronx,low income,NUTRICION SALUD Y VIDA,MELROSE AVENUE,6/19/2019,40.81883,-73.916426
Queens,low income,CHINESE RESTAURANT,KISSENA BLVD,1/7/2020,40.745636,-73.813665
Queens,low income,CHEN MOMMY KITCHEN,45 AVENUE,1/17/2020,40.750317,-73.813903
Queens,low income,NEW SHENGJIN MEISHI,MAIN ST,12/24/2019,40.749338,-73.825658
Queens,low income,ICOOK BUFFET,41ST AVE,1/8/2020,40.758322,-73.830565
Queens,low income,GUPJI,41 AVENUE,1/14/2020,40.750317,-73.813903
Queens,low income,SAMBAK SAMBABJIP,150TH ST,1/2/2020,40.742592,-73.818368
Queens,low income,CHANGLE CUISINE,MAIN ST,1/17/2020,40.749338,-73.825658
Queens,low income,GOLDEN PALACE,DELONG ST,1/2/2020,40.754775,-73.836034
Queens,low income,VENICE PIZZA,BOWNE STREET,1/13/2020,40.750022,-73.814158
Queens,low income,RICO'S CHICKEN POLLOS A LA BRASA,45TH AVE,1/6/2020,40.75185,-73.822108
Queens,low income,NEW KISSENA CHINESE FOOD SHAO,KISSENA BLVD,1/9/2020,40.745636,-73.813665
Queens,low income,ULTRA SPICY HOUSE,KISSENA BLVD,1/2/2020,40.745636,-73.813665
Queens,low income,NEW SUN MARY BAKERY,41 ROAD,1/2/2020,40.750317,-73.813903
Queens,low income,HUABEI DUMPLING RAMEN,41ST AVE,1/2/2020,40.758322,-73.830565
Queens,low income,YUN'S BEST KITCHEN,KISSENA BLVD,1/13/2020,40.745636,-73.813665
Queens,low income,KISSENA CAFE,KISSENA BOULEVARD,1/9/2020,40.745636,-73.813665
Queens,low income,CHUN YANG,41ST AVE,1/2/2020,40.758322,-73.830565
Queens,low income,ASIAN GOURMET,MAIN STREET,1/2/2020,40.749338,-73.825658
Queens,low income,JIMMY'S RESTAURANT,COLLEGE POINT BLVD,1/2/2020,40.745466,-73.835209
Queens,low income,W & L RESTAURANT,KISSENA BLVD,2/6/2020,40.745636,-73.813665
Queens,low income,HANSHIN POCHA,41ST AVE,2/13/2020,40.758322,-73.830565
Queens,low income,SHIMIAODAO YUNAN RICE NOODLE,KISSENA BLVD,1/30/2020,40.745636,-73.813665
Queens,low income,BODAI VEGETARIAN RESTAURANT,MAIN ST,2/6/2020,40.749338,-73.825658
Queens,low income,MAOJIAOHUOLA,MAIN ST,2/13/2020,40.749338,-73.825658
Queens,low income,GOOD FORTUNE RESTAURANT,KISSENA BOULEVARD,2/25/2020,40.745636,-73.813665
Queens,low income,ANTHONY'S LUNCH ROOM,KISSENA BLVD,2/6/2020,40.745636,-73.813665
Queens,low income,SNOW SHOW FLUSHING,41ST AVE,1/30/2020,40.758322,-73.830565
Queens,low income,SUPER STAR KTV,SANFORD AVE,2/13/2020,40.760805,-73.814313
Queens,low income,CAMELLIA FAMILY,COLLEGE POINT BLVD,1/30/2020,40.745466,-73.835209
Queens,low income,OK RYAN RESTAURANT,COLLEGE POINT BLVD,2/13/2020,40.745466,-73.835209
Queens,low income,PARADISE ALLEY BAR,150 STREET,2/25/2020,40.750317,-73.813903
Queens,low income,HONGDAE KOREAN RESTAURANT,41ST AVE,2/13/2020,40.758322,-73.830565
Queens,low income,PHO BEST,MAIN STREET,2/26/2020,40.749338,-73.825658
Queens,low income,L.Q. PALACE (KTV KARAOKE),FULLER PL,2/20/2020,40.755225,-73.835264
Queens,low income,JIN DING XUAN,MAIN STREET,2/20/2020,40.749338,-73.825658
Queens,low income,NIU POT,MAIN STREET,2/20/2020,40.749338,-73.825658
Queens,low income,STARBUCKS,MAIN STREET,2/24/2020,40.749338,-73.825658
Queens,low income,MAPO B.B.Q,41ST AVE,3/2/2020,40.758322,-73.830565
Queens,low income,LAO CHAO BUNS,BOWNE ST,2/24/2020,40.750022,-73.814158
Queens,low income,GREEN RECIPES,45 AVENUE,3/2/2020,40.750317,-73.813903
Queens,low income,KUNG FU XIAO LONG BAO,MAIN ST,2/24/2020,40.749338,-73.825658
Queens,low income,RECOVERY ROOM,BOOTH MEMORIAL AVENUE,2/24/2020,40.747829,-73.83002
Queens,low income,Public House,MAPLE AVE,2/22/2020,40.755527,-73.828753
Queens,low income,BEEF BAR RESTAURANT,BOWNE ST,2/24/2020,40.750022,-73.814158
Queens,low income,FLOWER BROOK MIFEN HOUSE,KISSENA BLVD,2/25/2020,40.745636,-73.813665
Queens,low income,HUNDRED TASTE,MAIN STREET,3/2/2020,40.749338,-73.825658
Queens,low income,88 CANTEEN,MAIN ST,3/2/2020,40.749338,-73.825658
Queens,low income,SO GONG DONG TOFU HOUSE,41ST AVE,3/5/2020,40.758322,-73.830565
Queens,low income,HUOBAN BARBEQUE,HOLLY AVE,2/20/2020,40.752541,-73.815942
Queens,low income,SPICY EMPIRE,45TH AVE,2/18/2020,40.75185,-73.822108
Queens,low income,SAIGON KITCHEN,KISSENA BLVD,3/4/2020,40.745636,-73.813665
Queens,low income,ANDA CAFE,MAIN ST,2/18/2020,40.749338,-73.825658
Queens,low income,PHIL & SONS RESTAURANT & PIZZERIA,MAIN STREET,3/12/2020,40.749338,-73.825658
Queens,low income,COCO ROOSTER,MAIN ST,3/12/2020,40.749338,-73.825658
Queens,low income,NEW WOKS KITCHEN,KISSENA BLVD,3/12/2020,40.745636,-73.813665
Queens,low income,DA CHENG XIAO DIAN,MAIN ST,3/11/2020,40.749338,-73.825658
Queens,low income,YSL BAKERY,41ST AVE,10/25/2019,40.758322,-73.830565
Queens,low income,CARNATION BAKERY,KISSENA BOULEVARD,10/30/2019,40.745636,-73.813665
Queens,low income,FAY DA BAKERY,KISSENA BOULEVARD,10/8/2019,40.745636,-73.813665
Queens,low income,KE ZHANG,KISSENA BOULEVARD,10/28/2019,40.745636,-73.813665
Queens,low income,LAKE PAVILION,MAIN ST,10/21/2019,40.749338,-73.825658
Queens,low income,M & J HONG KONG STYLE,KISSENA BOULEVARD,10/21/2019,40.745636,-73.813665
Queens,low income,HAN JOO BBQ CYCJ,149TH PL,10/21/2019,40.759825,-73.813545
Queens,low income,FAY DA BAKERY,MAIN STREET,10/21/2019,40.749338,-73.825658
Queens,low income,CHUAN ZHU REN,41ST AVE,10/31/2019,40.758322,-73.830565
Queens,low income,HUNDRED TASTE,MAIN STREET,10/10/2019,40.749338,-73.825658
Queens,low income,EAST BUFFET & RESTAURANT,MAIN STREET,10/21/2019,40.749338,-73.825658
Queens,low income,HUI'S GARDEN,COLLEGE POINT BLVD,10/17/2019,40.745466,-73.835209
Queens,low income,JIN FENG FISH BALL,MAIN STREET,10/21/2019,40.749338,-73.825658
Queens,low income,NOBLESSE HOUSE,41ST AVE,10/24/2019,40.758322,-73.830565
Queens,low income,LCLE BAR,41 AVENUE,10/24/2019,40.750317,-73.813903
Queens,low income,ROSE CAKE HOUSE,MAIN ST,11/1/2019,40.749338,-73.825658
Queens,low income,HERO TANG,KISSENA BOULEVARD,10/30/2019,40.745636,-73.813665
Queens,low income,BIRYANI AND CHAT,KISSENA BOULEVARD,10/9/2019,40.745636,-73.813665
Queens,low income,DARO'S PIZZA,KISSENA BOULEVARD,10/9/2019,40.745636,-73.813665
Queens,low income,GOLDEN TREASURE SEAFOOD RESTAURANT,MAIN STREET,10/7/2019,40.749338,-73.825658
Queens,low income,YSL BAKERY,41ST AVE,10/15/2019,40.758322,-73.830565
Queens,low income,DUNKIN',KISSENA BOULEVARD,10/17/2019,40.745636,-73.813665
Queens,low income,UMI SUSHI & LOUNGE/ DR. SEA,PARSONS BLVD,11/14/2019,40.756619,-73.816937
Queens,low income,NEW STAR BAKERY,KISSENA BOULEVARD,11/26/2019,40.745636,-73.813665
Queens,low income,SHUN WON FLUSHING,MAIN ST,11/13/2019,40.749338,-73.825658
Queens,low income,MOMENT CAFE,45TH AVE,11/19/2019,40.75185,-73.822108
Queens,low income,DONGSHENG SHI FANG,MAIN ST,11/13/2019,40.749338,-73.825658
Queens,low income,XINYANG RESTAURANT,41 AVENUE,11/4/2019,40.750317,-73.813903
Queens,low income,SUBWAY,KISSENA BLVD,11/21/2019,40.745636,-73.813665
Queens,low income,NEW TASTY HOUSE,KISSENA BOULEVARD,11/13/2019,40.745636,-73.813665
Queens,low income,CHICKEN HOT POT,BOWNE ST,11/20/2019,40.750022,-73.814158
Queens,low income,SWEET HAUS CAFE,45TH AVE,11/12/2019,40.75185,-73.822108
Queens,low income,JKJ 41,41ST AVE,11/14/2019,40.758322,-73.830565
Queens,low income,NEW CHENG'S ORIENTAL EXPRESS,BOWNE ST,11/14/2019,40.750022,-73.814158
Queens,low income,EL RANCHITO DE DAISY,150 STREET,11/14/2019,40.750317,-73.813903
Queens,low income,TONG HAI TUNG BAKERY,MAIN STREET,11/4/2019,40.749338,-73.825658
Queens,low income,BEIJING STYLE BARBEQUE,BOWNE STREET,11/21/2019,40.750022,-73.814158
Queens,low income,HUA CHENG RESTAURANT,KISSENA BOULEVARD,11/25/2019,40.745636,-73.813665
Queens,low income,LAMB NOODLE SOUP,MAIN STREET,11/21/2019,40.749338,-73.825658
Queens,low income,NIGHT MARKET BBQ,PARSONS BLVD,11/8/2019,40.756619,-73.816937
Queens,low income,Sushi Burrito,MAIN STREET,11/13/2019,40.749338,-73.825658
Queens,low income,COLD DISH,KISSENA BLVD,11/7/2019,40.745636,-73.813665
Queens,low income,YOUZI SHANGHAI,MAIN STREET,11/8/2019,40.749338,-73.825658
Queens,low income,TONG'S CAFE,MAIN STREET,12/10/2019,40.749338,-73.825658
Queens,low income,ALLEY 41,41ST AVE,12/19/2019,40.758322,-73.830565
Queens,low income,HUNAN KITCHEN FLUSHING,MAIN ST,12/9/2019,40.749338,-73.825658
Queens,low income,GOOD TASTE 666,MAIN ST,12/4/2019,40.749338,-73.825658
Queens,low income,NANYANG KITCHEN,MAIN ST,12/4/2019,40.749338,-73.825658
Queens,low income,TEN JIN XEING BEING RESTAURANT,MAIN STREET,12/9/2019,40.749338,-73.825658
Queens,low income,TOST,KISSENA BLVD,12/13/2019,40.745636,-73.813665
Queens,low income,NEW SUPER SNACK INC,MAIN STREET,12/19/2019,40.749338,-73.825658
Queens,low income,JAN CHI MA EUL,BOWNE ST,12/12/2019,40.750022,-73.814158
Queens,low income,SPRING FISH VILLAGE,41 AVENUE,12/19/2019,40.750317,-73.813903
Queens,low income,PARTY WELL RESTAURANT & ORIENTAL BAKERY,41ST AVE,9/18/2019,40.758322,-73.830565
Queens,low income,J'S CONFECTIONS,KISSENA BLVD,8/27/2019,40.745636,-73.813665
Queens,low income,ICOOK BUFFET,41ST AVE,8/26/2019,40.758322,-73.830565
Queens,low income,NEW SUPER SNACK INC,MAIN STREET,8/23/2019,40.749338,-73.825658
Queens,low income,KUNG FU XIAO LONG BAO,MAIN ST,8/26/2019,40.749338,-73.825658
Queens,low income,KISSENA CAFE,KISSENA BOULEVARD,8/26/2019,40.745636,-73.813665
Queens,low income,DUNKIN',MAIN STREET,9/5/2019,40.749338,-73.825658
Queens,low income,KABUL KABAB HOUSE,MAIN STREET,9/5/2019,40.749338,-73.825658
Queens,low income,PHO BEST,MAIN STREET,8/26/2019,40.749338,-73.825658
Queens,low income,DOSA HUTT,BOWNE STREET,9/3/2019,40.750022,-73.814158
Queens,low income,RICO'S CHICKEN POLLOS A LA BRASA,45TH AVE,8/28/2019,40.75185,-73.822108
Queens,low income,CHUAN ZHU REN,41ST AVE,9/12/2019,40.758322,-73.830565
Queens,low income,UMI SUSHI & LOUNGE/ DR. SEA,PARSONS BLVD,3/19/2019,40.756619,-73.816937
Queens,low income,E NOODLE HOUSE,KISSENA BLVD,3/14/2019,40.745636,-73.813665
Queens,low income,HK CAFE,MAIN ST,3/14/2019,40.749338,-73.825658
Queens,low income,TORI O'TOOLES,KISSENA BLVD,3/13/2019,40.745636,-73.813665
Queens,low income,PARTY WELL RESTAURANT & ORIENTAL BAKERY,41ST AVE,3/12/2019,40.758322,-73.830565
Queens,low income,ICOOK BUFFET,41ST AVE,2/25/2019,40.758322,-73.830565
Queens,low income,POP'S COFFEE DINER,KISSENA BOULEVARD,2/25/2019,40.745636,-73.813665
Queens,low income,SAN FENG RESTAURANT,BOWNE ST,3/28/2019,40.750022,-73.814158
Queens,low income,LI'S GARDEN,MAIN ST,2/25/2019,40.749338,-73.825658
Queens,low income,OK CANAAN,MAIN STREET,3/1/2019,40.749338,-73.825658
Queens,low income,A CREPE,MAIN STREET,4/17/2019,40.749338,-73.825658
Queens,low income,TART TART HOUSE,45TH AVE,3/12/2019,40.75185,-73.822108
Queens,low income,DUNKIN',45 AVENUE,3/18/2019,40.750317,-73.813903
Queens,low income,BIRYANI AND CHAT,KISSENA BOULEVARD,3/13/2019,40.745636,-73.813665
Queens,low income,ZOUJI BBQ,MAIN ST,3/2/2019,40.749338,-73.825658
Queens,low income,GREEN RECIPES,45 AVENUE,2/25/2019,40.750317,-73.813903
Queens,low income,MUGI BAKERY,KISSENA BOULEVARD,3/8/2019,40.745636,-73.813665
Queens,low income,NORTHERN DUMPLING KING,MAIN STREET,3/28/2019,40.749338,-73.825658
Queens,low income,PHO BEST,MAIN STREET,3/28/2019,40.749338,-73.825658
Queens,low income,HUA CHENG RESTAURANT,KISSENA BOULEVARD,3/27/2019,40.745636,-73.813665
Queens,low income,FENG WEI XIAO GUAN,BOWNE ST,3/25/2019,40.750022,-73.814158
Queens,low income,HAPPY GARDEN,MAPLE AVE,4/2/2019,40.755527,-73.828753
Queens,low income,HUABEI DUMPLING RAMEN,41ST AVE,3/28/2019,40.758322,-73.830565
Queens,low income,EL RINCON DE LA VIEJA BAKERY AND RESTAURANT,BOWNE STREET,3/21/2019,40.750022,-73.814158
Queens,low income,JKJ 41,41ST AVE,4/1/2019,40.758322,-73.830565
Queens,low income,ULTRA SPICY HOUSE,KISSENA BLVD,4/1/2019,40.745636,-73.813665
Queens,low income,VIVI BUBBLE TEA,MAIN ST,3/28/2019,40.749338,-73.825658
Queens,low income,PAPA JOHN'S,45TH AVE,4/9/2019,40.75185,-73.822108
Queens,low income,SUNRISE COFFEE SHOP,PARSONS BOULEVARD,3/27/2019,40.756619,-73.816937
Queens,low income,JIN FENG FISH BALL,MAIN STREET,4/4/2019,40.749338,-73.825658
Queens,low income,GOLDEN LEAF SKY,41 AVENUE,3/27/2019,40.750317,-73.813903
Queens,low income,MUGI,KISSENA BOULEVARD,3/21/2019,40.745636,-73.813665
Queens,low income,FLOWER BROOK MIFEN HOUSE,KISSENA BLVD,3/28/2019,40.745636,-73.813665
Queens,low income,Singas Famous Pizza,KISSENA BLVD,4/9/2019,40.745636,-73.813665
Queens,low income,GOOD TASTE 666,MAIN ST,1/10/2019,40.749338,-73.825658
Queens,low income,TEA SHOP 168 & BAKERY,MAIN STREET,1/2/2019,40.749338,-73.825658
Queens,low income,NEW STAR BAKERY,KISSENA BOULEVARD,1/28/2019,40.745636,-73.813665
Queens,low income,LUCKY RESTAURANT,PARSONS BOULEVARD,1/17/2019,40.756619,-73.816937
Queens,low income,EL RANCHITO DE DAISY,150 STREET,1/10/2019,40.750317,-73.813903
Queens,low income,BEIJING STYLE BARBEQUE,BOWNE STREET,1/9/2019,40.750022,-73.814158
Queens,low income,ASIAN GOURMET,MAIN STREET,1/29/2019,40.749338,-73.825658
Queens,low income,GUPJI,41 AVENUE,1/23/2019,40.750317,-73.813903
Queens,low income,SSAM TONG,149TH PL,1/10/2019,40.759825,-73.813545
Queens,low income,NIUDDO,MAIN STREET,1/10/2019,40.749338,-73.825658
Queens,low income,EAST BUFFET & RESTAURANT,MAIN STREET,1/23/2019,40.749338,-73.825658
Queens,low income,CHEN MOMMY KITCHEN,45 AVENUE,1/9/2019,40.750317,-73.813903
Queens,low income,DUMPLING GALAXY,MAIN STREET,1/28/2019,40.749338,-73.825658
Queens,low income,SPICY EMPIRE,45TH AVE,1/23/2019,40.75185,-73.822108
Queens,low income,OUH MOA NA,41ST AVE,1/23/2019,40.758322,-73.830565
Queens,low income,CHANGLE CUISINE,MAIN ST,1/24/2019,40.749338,-73.825658
Queens,low income,NEW WOKS KITCHEN,KISSENA BLVD,1/24/2019,40.745636,-73.813665
Queens,low income,FRUITEA,MAIN STREET,1/23/2019,40.749338,-73.825658
Queens,low income,NIU POT,MAIN STREET,1/24/2019,40.749338,-73.825658
Queens,low income,JAN CHI MA EUL,BOWNE ST,1/10/2019,40.750022,-73.814158
Queens,low income,SO GONG DONG TOFU HOUSE,41ST AVE,1/28/2019,40.758322,-73.830565
Queens,low income,TONG HAI TUNG BAKERY,MAIN STREET,1/28/2019,40.749338,-73.825658
Queens,low income,DUNKIN',KISSENA BOULEVARD,1/9/2019,40.745636,-73.813665
Queens,low income,NEW SHENGJIN MEISHI,MAIN ST,2/4/2019,40.749338,-73.825658
Queens,low income,MAPLE GARDEN,MAIN STREET,2/12/2019,40.749338,-73.825658
Queens,low income,C & L IMPERIAL INC,MAIN STREET,2/16/2019,40.749338,-73.825658
Queens,low income,CHINESE RESTAURANT,KISSENA BLVD,2/7/2019,40.745636,-73.813665
Queens,low income,HUNAN KITCHEN FLUSHING,MAIN ST,2/8/2019,40.749338,-73.825658
Queens,low income,PHIL & SONS RESTAURANT & PIZZERIA,MAIN STREET,1/29/2019,40.749338,-73.825658
Queens,low income,88 CANTEEN,MAIN ST,2/25/2019,40.749338,-73.825658
Queens,low income,NEW QQ CAFE AND BAKERY,MAIN ST,2/16/2019,40.749338,-73.825658
Queens,low income,KUNG FU XIAO LONG BAO,MAIN ST,2/5/2019,40.749338,-73.825658
Queens,low income,CJ DIAMOND CAFE,COLLEGE POINT BLVD,2/24/2019,40.745466,-73.835209
Queens,low income,VENICE PIZZA,BOWNE STREET,2/1/2019,40.750022,-73.814158
Queens,low income,OUH MOA NA,41ST AVE,9/14/2019,40.758322,-73.830565
Queens,low income,DIVINE FLAVOR HOUSE,MAIN ST,10/1/2019,40.749338,-73.825658
Queens,low income,LAO CHAO BUNS,BOWNE ST,9/25/2019,40.750022,-73.814158
Queens,low income,PANDA KING KITCHEN,41 AVENUE,10/1/2019,40.750317,-73.813903
Queens,low income,HAPPY GARDEN,MAPLE AVE,9/24/2019,40.755527,-73.828753
Queens,low income,JU SHUI YUAN RESTAURANT,41 AVENUE,9/24/2019,40.750317,-73.813903
Queens,low income,STARBUCKS,MAIN STREET,9/24/2019,40.749338,-73.825658
Queens,low income,KAN WAH CHINESE RESTAURANT,MAIN ST,10/1/2019,40.749338,-73.825658
Queens,low income,DENG JI RESTAURANT,KISSENA BLVD,9/25/2019,40.745636,-73.813665
Queens,low income,LI'S GARDEN,MAIN ST,9/24/2019,40.749338,-73.825658
Queens,low income,XING WANG FUZHOU CUISINE,MAIN STREET,9/24/2019,40.749338,-73.825658
Queens,low income,Carvel,45TH AVE,9/30/2019,40.75185,-73.822108
Queens,low income,FAY DA BAKERY,KISSENA BOULEVARD,9/30/2019,40.745636,-73.813665
Queens,low income,T & T RESTAURANT,KISSENA BLVD,10/1/2019,40.745636,-73.813665
Queens,low income,ANDA CAFE,MAIN ST,10/1/2019,40.749338,-73.825658
Queens,low income,SHUN WON FLUSHING,MAIN ST,9/20/2019,40.749338,-73.825658
Queens,low income,SATAY HOUSE,KISSENA BOULEVARD,9/30/2019,40.745636,-73.813665
Queens,low income,HUNAN KITCHEN FLUSHING,MAIN ST,7/8/2019,40.749338,-73.825658
Queens,low income,COFFEE MONSTER,41 AVENUE,7/16/2019,40.750317,-73.813903
Queens,low income,NEW SHENGJIN MEISHI,MAIN ST,7/23/2019,40.749338,-73.825658
Queens,low income,JAN CHI MA EUL,BOWNE ST,7/16/2019,40.750022,-73.814158
Queens,low income,OLD DAYS,150 STREET,7/17/2019,40.750317,-73.813903
Queens,low income,XI'AN FAMOUS FOODS,MAIN ST,7/22/2019,40.749338,-73.825658
Queens,low income,FLOWER BROOK MIFEN HOUSE,KISSENA BLVD,8/5/2019,40.745636,-73.813665
Queens,low income,HOJINJUNG,150TH ST,7/10/2019,40.742592,-73.818368
Queens,low income,HUA CHENG RESTAURANT,KISSENA BOULEVARD,7/16/2019,40.745636,-73.813665
Queens,low income,NEW TASTY HOUSE,KISSENA BOULEVARD,7/9/2019,40.745636,-73.813665
Queens,low income,SUNRISE COFFEE SHOP,PARSONS BOULEVARD,7/23/2019,40.756619,-73.816937
Queens,low income,LAI WANG KA MEI RESTAURANT,KISSENA BLVD,7/24/2019,40.745636,-73.813665
Queens,low income,CHINESE RESTAURANT,KISSENA BLVD,7/8/2019,40.745636,-73.813665
Queens,low income,MAXIN BAKERY,MAIN STREET,7/22/2019,40.749338,-73.825658
Queens,low income,ACE BAGEL CAFE,MAIN STREET,7/25/2019,40.749338,-73.825658
Queens,low income,PA PA CHICKEN,45TH AVE,8/20/2019,40.75185,-73.822108
Queens,low income,TONG'S CAFE,MAIN STREET,7/30/2019,40.749338,-73.825658
Queens,low income,YUN'S BEST KITCHEN,KISSENA BLVD,8/19/2019,40.745636,-73.813665
Queens,low income,YUMMY HOUSE,45TH AVE,8/1/2019,40.75185,-73.822108
Queens,low income,LIU JI FOOD COURT,KISSENA BLVD,8/20/2019,40.745636,-73.813665
Queens,low income,LUCKY RESTAURANT,PARSONS BOULEVARD,8/5/2019,40.756619,-73.816937
Queens,low income,Los Cuatro Reyes,45TH AVE,8/12/2019,40.75185,-73.822108
Queens,low income,GOLDEN LEAF SKY,41 AVENUE,8/15/2019,40.750317,-73.813903
Queens,low income,NEW WOKS KITCHEN,KISSENA BLVD,8/5/2019,40.745636,-73.813665
Queens,low income,HUABEI DUMPLING RAMEN,41ST AVE,8/16/2019,40.758322,-73.830565
Queens,low income,900 DU CHUAN GONG RESTAURANT,MAIN STREET,8/12/2019,40.749338,-73.825658
Queens,low income,COCO ROOSTER,MAIN ST,8/12/2019,40.749338,-73.825658
Queens,low income,PARADISE ALLEY BAR,150 STREET,8/7/2019,40.750317,-73.813903
Queens,low income,TEMPLE CANTEEN,BOWNE STREET,8/1/2019,40.750022,-73.814158
Queens,low income,ASIAN GOURMET,MAIN STREET,8/5/2019,40.749338,-73.825658
Queens,low income,AH LONG SUSHI BAR,KISSENA BLVD,8/13/2019,40.745636,-73.813665
Queens,low income,EMPANADAS EL GUSTAZO RESTAURANTE,COLLEGE POINT BLVD,8/5/2019,40.745466,-73.835209
Queens,low income,QUEENS WILDLIFE CENTER (Kiosk),CAROUSEL WAY,8/7/2019,40.750317,-73.813903
Queens,low income,KISSENA CAFE,KISSENA BOULEVARD,4/22/2019,40.745636,-73.813665
Queens,low income,MIJU,BOWNE ST,4/18/2019,40.750022,-73.814158
Queens,low income,KUNG FU TEA,KISSENA BLVD,4/24/2019,40.745636,-73.813665
Queens,low income,HE NAN CUISINE,41ST AVE,4/17/2019,40.758322,-73.830565
Queens,low income,TEA SHOP 168 & BAKERY,MAIN STREET,4/29/2019,40.749338,-73.825658
Queens,low income,RONI LIRA BROTHERS PIZZA,COLLEGE POINT BLVD,4/26/2019,40.745466,-73.835209
Queens,low income,NEW SUPER SNACK INC,MAIN STREET,5/3/2019,40.749338,-73.825658
Queens,low income,FAY DA BAKERY,MAIN STREET,4/24/2019,40.749338,-73.825658
Queens,low income,PHO BANG RESTAURANT,KISSENA BOULEVARD,4/29/2019,40.745636,-73.813665
Queens,low income,CHATIME CAFE,KISSENA BLVD,4/15/2019,40.745636,-73.813665
Queens,low income,C & Y NOODLE/ HOME NOODLE,MAIN STREET,4/11/2019,40.749338,-73.825658
Queens,low income,ZHANG FEI BEEF NOODLE,MAIN ST,4/22/2019,40.749338,-73.825658
Queens,low income,T & T RESTAURANT,KISSENA BLVD,5/1/2019,40.745636,-73.813665
Queens,low income,THE VIEW KTV,MAIN STREET,4/20/2019,40.749338,-73.825658
Queens,low income,KANG TONG BBQ,41 AVENUE,5/9/2019,40.750317,-73.813903
Queens,low income,EAST BUFFET & RESTAURANT,MAIN STREET,5/8/2019,40.749338,-73.825658
Queens,low income,YEH'S BAKERY,MAIN STREET,5/13/2019,40.749338,-73.825658
Queens,low income,IG NIGHT,FOWLER AVE,5/9/2019,40.751261,-73.835538
Queens,low income,HUNDRED TASTE,MAIN STREET,5/14/2019,40.749338,-73.825658
Queens,low income,PANDA KING KITCHEN,41 AVENUE,5/9/2019,40.750317,-73.813903
Queens,low income,HUI'S GARDEN,COLLEGE POINT BLVD,5/20/2019,40.745466,-73.835209
Queens,low income,HAN JOO BBQ CYCJ,149TH PL,5/9/2019,40.759825,-73.813545
Queens,low income,LAO CHAO BUNS,BOWNE ST,5/9/2019,40.750022,-73.814158
Queens,low income,DOSA HUTT,BOWNE STREET,5/6/2019,40.750022,-73.814158
Queens,low income,LATIN BAKERY,MAIN STREET,5/14/2019,40.749338,-73.825658
Queens,low income,RED MOUNTAIN NOODLE HOUSE,KISSENA BLVD,5/7/2019,40.745636,-73.813665
Queens,low income,ANDA CAFE,MAIN ST,5/7/2019,40.749338,-73.825658
Queens,low income,FUKUOKA SHABU SHABU,KISSENA BOULEVARD,5/7/2019,40.745636,-73.813665
Queens,low income,SHUN WON FLUSHING,MAIN ST,5/29/2019,40.749338,-73.825658
Queens,low income,SAMBAK SAMBABJIP,150TH ST,5/29/2019,40.742592,-73.818368
Queens,low income,ROSE CAKE HOUSE,MAIN ST,5/13/2019,40.749338,-73.825658
Queens,low income,SSAM TONG,149TH PL,5/14/2019,40.759825,-73.813545
Queens,low income,NOL BU FOOD,41 AVENUE,5/9/2019,40.750317,-73.813903
Queens,low income,KAN WAH CHINESE RESTAURANT,MAIN ST,5/29/2019,40.749338,-73.825658
Queens,low income,DUNKIN',KISSENA BOULEVARD,5/14/2019,40.745636,-73.813665
Queens,low income,NEW STAR BAKERY,KISSENA BOULEVARD,6/12/2019,40.745636,-73.813665
Queens,low income,EL RANCHITO DE DAISY,150 STREET,6/10/2019,40.750317,-73.813903
Queens,low income,NIGHT MARKET BBQ,PARSONS BLVD,6/10/2019,40.756619,-73.816937
