DBA,STREET,INCOME_LEVEL,CUISINE_DESCRIPTION,SCORE,GRADE
STARBUCKS,BROADWAY,high income,American,13,A
STARBUCKS,BROADWAY,high income,American,13,A
WESTSIDE COFFEE SHOP RESTAURANT,CHURCH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A
STARBUCKS,BROADWAY,high income,American,13,A
STARBUCKS,BROADWAY,high income,American,13,A
WESTSIDE COFFEE SHOP RESTAURANT,CHURCH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
STARBUCKS,BROADWAY,high income,American,13,A
WESTSIDE COFFEE SHOP RESTAURANT,CHURCH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A
STARBUCKS,BROADWAY,high income,American,13,A
STARBUCKS,BROADWAY,high income,American,13,A
WESTSIDE COFFEE SHOP RESTAURANT,CHURCH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",19,B
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,9,A
WESTSIDE COFFEE SHOP RESTAURANT,CHURCH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7,A
WESTSIDE COFFEE SHOP RESTAURANT,CHURCH STREET,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,9,A
WESTSIDE RESTAURANT,BROADWAY,high income,American,10,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,9,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,9,A
WESTSIDE RESTAURANT,BROADWAY,high income,American,11,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,9,A
WESTSIDE RESTAURANT,BROADWAY,high income,American,11,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,9,A
WESTSIDE RESTAURANT,BROADWAY,high income,American,12,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,9,A
WESTSIDE RESTAURANT,BROADWAY,high income,American,10,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,9,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,9,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,9,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,9,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,9,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
WESTVILLE,AVENUE A,medium income,American,12,A
WESTVILLE,AVENUE A,medium income,American,12,A
WESTVILLE,AVENUE A,medium income,American,12,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
WESTVILLE,AVENUE A,medium income,American,12,A
WESTVILLE,AVENUE A,medium income,American,12,A
WESTVILLE,AVENUE A,medium income,American,12,A
WESTVILLE,AVENUE A,medium income,American,12,A
WESTVILLE,AVENUE A,medium income,American,12,A
WESTVILLE,AVENUE A,medium income,American,12,A
WESTVILLE,AVENUE A,medium income,American,12,A
WESTVILLE,AVENUE A,medium income,American,12,A
WESTVILLE,AVENUE A,medium income,American,12,A
WHARF BAR AND GRILL,BEACH  116 STREET,medium income,American,10,A
WHARF BAR AND GRILL,BEACH  116 STREET,medium income,American,12,A
WHARF BAR AND GRILL,BEACH  116 STREET,medium income,American,11,A
WHARF BAR AND GRILL,BEACH  116 STREET,medium income,American,12,A
WHARF BAR AND GRILL,BEACH  116 STREET,medium income,American,10,A
WHARF BAR AND GRILL,BEACH  116 STREET,medium income,American,9,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
WHARF BAR AND GRILL,BEACH  116 STREET,medium income,American,12,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
WHARF BAR AND GRILL,BEACH  116 STREET,medium income,American,9,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
WHARF BAR AND GRILL,BEACH  116 STREET,medium income,American,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,13,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,13,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,13,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,13,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,13,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,13,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,13,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,13,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,13,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,13,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,13,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,13,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
WHISKEY TAVERN,BAXTER STREET,high income,American,9,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
WHISKEY TAVERN,BAXTER STREET,high income,American,10,A
WHISKEY TAVERN,BAXTER STREET,high income,American,9,A
WHISKEY TAVERN,BAXTER STREET,high income,American,10,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
WHISKEY TAVERN,BAXTER STREET,high income,American,6,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
WHISKEY TAVERN,BAXTER STREET,high income,American,9,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
WHISKEY TAVERN,BAXTER STREET,high income,American,11,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
WHISKEY TAVERN,BAXTER STREET,high income,American,6,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
WHISKEY TAVERN,BAXTER STREET,high income,American,11,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,5,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,5,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,5,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,5,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,5,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,5,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,5,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,5,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,5,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,5,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,5,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,5,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,8,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,10,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,10,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,10,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,10,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,10,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,10,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,10,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,10,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,10,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,10,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,10,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,10,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,CANAL STREET,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,CHURCH STREET,high income,Caf̩/Coffee/Tea,13,A
STARBUCKS,CHURCH STREET,high income,Caf̩/Coffee/Tea,13,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,3,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,3,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,3,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,9,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,9,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,9,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,3,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,3,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,3,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,9,A
WHITE CASTLE,WEBSTER AVENUE,low income,Hamburgers,12,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,9,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,9,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,6,A
WHITE CASTLE,WEBSTER AVENUE,low income,Hamburgers,2,A
WHITE CASTLE,WEBSTER AVENUE,low income,Hamburgers,12,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,6,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,6,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,9,A
WHITE CASTLE,WEBSTER AVENUE,low income,Hamburgers,12,A
WHITE CASTLE,WESTCHESTER AVENUE,low income,Hamburgers,9,A
WHITE CASTLE,WESTCHESTER AVENUE,low income,Hamburgers,9,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,9,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,9,A
WHITE CASTLE,WESTCHESTER AVENUE,low income,Hamburgers,9,A
WHITE CASTLE,WESTCHESTER AVENUE,low income,Hamburgers,9,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,9,A
WHITE CASTLE,WESTCHESTER AVENUE,low income,Hamburgers,4,A
WHITE CASTLE,WESTCHESTER AVENUE,low income,Hamburgers,4,A
WHITE CASTLE,WESTCHESTER AVENUE,low income,Hamburgers,10,A
WHITE CASTLE,WESTCHESTER AVENUE,low income,Hamburgers,10,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,9,A
STARBUCKS,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,9,A
WHITE CASTLE,WESTCHESTER AVENUE,low income,Hamburgers,10,A
WHITE CASTLE,WESTCHESTER AVENUE,low income,Hamburgers,10,A
STARBUCKS,CONTINENTAL AVENUE,medium income,Caf̩/Coffee/Tea,10,A
STARBUCKS,CONTINENTAL AVENUE,medium income,Caf̩/Coffee/Tea,10,A
STARBUCKS,CONTINENTAL AVENUE,medium income,Caf̩/Coffee/Tea,10,A
STARBUCKS,CONTINENTAL AVENUE,medium income,Caf̩/Coffee/Tea,10,A
STARBUCKS,CONTINENTAL AVENUE,medium income,Caf̩/Coffee/Tea,7,A
STARBUCKS,CONTINENTAL AVENUE,medium income,Caf̩/Coffee/Tea,7,A
STARBUCKS,CONTINENTAL AVENUE,medium income,Caf̩/Coffee/Tea,4,A
STARBUCKS,CONTINENTAL AVENUE,medium income,Caf̩/Coffee/Tea,4,A
STARBUCKS,EAST   42 STREET,high income,Caf̩/Coffee/Tea,9,A
WHITESTONE BAGEL FACTORY,149 STREET,medium income,Delicatessen,7,A
WHITESTONE BAGEL FACTORY,149 STREET,medium income,Delicatessen,10,A
WHITESTONE BAGEL FACTORY,149 STREET,medium income,Delicatessen,7,A
WHITESTONE BAGEL FACTORY,149 STREET,medium income,Delicatessen,10,A
STARBUCKS,EAST   42 STREET,high income,Caf̩/Coffee/Tea,9,A
WHITMAN'S,EAST    9 STREET,medium income,American,10,A
STARBUCKS,EAST   42 STREET,high income,Caf̩/Coffee/Tea,9,A
STARBUCKS,EAST   42 STREET,high income,Caf̩/Coffee/Tea,13,A
WHITMAN'S,EAST    9 STREET,medium income,American,14,B
WHITMAN'S,EAST    9 STREET,medium income,American,10,A
STARBUCKS,EAST   42 STREET,high income,Caf̩/Coffee/Tea,13,A
WHITMAN'S,EAST    9 STREET,medium income,American,14,B
STARBUCKS,EAST   42 STREET,high income,Caf̩/Coffee/Tea,13,A
WHITMAN'S,EAST    9 STREET,medium income,American,14,B
STARBUCKS,EAST   42 STREET,high income,Caf̩/Coffee/Tea,13,A
WHITMAN'S,EAST    9 STREET,medium income,American,11,A
STARBUCKS,EAST   42 STREET,high income,Caf̩/Coffee/Tea,13,A
STARBUCKS,EAST   42 STREET,high income,Caf̩/Coffee/Tea,13,A
STARBUCKS,EAST   42 STREET,high income,Caf̩/Coffee/Tea,13,A
STARBUCKS,EAST   42 STREET,high income,Caf̩/Coffee/Tea,13,A
STARBUCKS,EAST   42 STREET,high income,Caf̩/Coffee/Tea,13,A
STARBUCKS,EAST   51 STREET,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,EAST   51 STREET,high income,Caf̩/Coffee/Tea,13,A
STARBUCKS,EAST   51 STREET,high income,Caf̩/Coffee/Tea,9,A
STARBUCKS,EAST   53 STREET,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,EAST   53 STREET,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,EAST   53 STREET,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,EAST   53 STREET,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,EAST   69 STREET,high income,Caf̩/Coffee/Tea,12,A
STARBUCKS,EAST   69 STREET,high income,Caf̩/Coffee/Tea,3,A
STARBUCKS,EAST   69 STREET,high income,Caf̩/Coffee/Tea,3,A
STARBUCKS,EAST  57 STREET,high income,Caf̩/Coffee/Tea,3,A
STARBUCKS,EAST  57 STREET,high income,Caf̩/Coffee/Tea,2,A
WICHCRAFT,GREENWICH STREET,high income,Sandwiches,13,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,7,A
WICHCRAFT,GREENWICH STREET,high income,Sandwiches,5,A
WICHCRAFT,GREENWICH STREET,high income,Sandwiches,13,A
WICHCRAFT,GREENWICH STREET,high income,Sandwiches,13,A
WICHCRAFT,GREENWICH STREET,high income,Sandwiches,12,A
WICHCRAFT,GREENWICH STREET,high income,Sandwiches,8,A
WILD ASIA,SOUTHERN BOULEVARD,low income,American,9,A
WILD ASIA,SOUTHERN BOULEVARD,low income,American,2,A
WILD ASIA,SOUTHERN BOULEVARD,low income,American,9,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,7,A
WILD GINGER VEGETARIAN KITCHEN,BROOME STREET,high income,Vegetarian,18,Z
WILD GINGER VEGETARIAN KITCHEN,BROOME STREET,high income,Vegetarian,18,Z
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,7,A
WILD GINGER VEGETARIAN KITCHEN,BROOME STREET,high income,Vegetarian,11,A
WILD GINGER VEGETARIAN KITCHEN,BROOME STREET,high income,Vegetarian,11,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,7,A
WILD GINGER VEGETARIAN KITCHEN,BROOME STREET,high income,Vegetarian,11,A
WILD GINGER VEGETARIAN KITCHEN,BROOME STREET,high income,Vegetarian,11,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,7,A
WILD GINGER VEGETARIAN KITCHEN,BROOME STREET,high income,Vegetarian,10,A
WILD GINGER VEGETARIAN KITCHEN,BROOME STREET,high income,Vegetarian,10,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,7,A
WILD GINGER VEGETARIAN KITCHEN,BROOME STREET,high income,Vegetarian,13,A
WILD GINGER VEGETARIAN KITCHEN,BROOME STREET,high income,Vegetarian,13,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,7,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,7,A
WILD GINGER VEGETARIAN KITCHEN,BROOME STREET,high income,Vegetarian,18,Z
WILD GINGER VEGETARIAN KITCHEN,BROOME STREET,high income,Vegetarian,18,Z
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,3,A
WILD GINGER VEGETARIAN KITCHEN,BROOME STREET,high income,Vegetarian,13,A
WILD GINGER VEGETARIAN KITCHEN,BROOME STREET,high income,Vegetarian,13,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,3,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,3,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,3,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,3,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,3,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,3,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,3,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,3,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,3,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,3,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,3,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,4,A
STARBUCKS,LEXINGTON AVENUE,high income,Caf̩/Coffee/Tea,7,A
